amk	amk	kod	nod	vud	mdflw	rbf	
2.000000e-02	9.995002e-03	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.100000e-02	1.049475e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.200000e-02	1.099450e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.300000e-02	1.149425e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.400000e-02	1.199400e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.500000e-02	1.249375e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.600000e-02	1.299350e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.700000e-02	1.349325e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.800000e-02	1.399300e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
2.900000e-02	1.449275e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.000000e-02	1.499250e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.100000e-02	1.549225e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.200000e-02	1.599200e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.300000e-02	1.649175e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.400000e-02	1.699150e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.500000e-02	1.749125e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.600000e-02	1.799100e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.700000e-02	1.849075e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.800000e-02	1.899050e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
3.900000e-02	1.949025e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.000000e-02	1.999000e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.100000e-02	2.048976e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.200000e-02	2.098951e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.300000e-02	2.148926e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.400000e-02	2.198901e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.500000e-02	2.248876e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.600000e-02	2.298851e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.700000e-02	2.348826e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.800000e-02	2.398801e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
4.900000e-02	2.448776e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
5.000000e-02	2.498751e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
5.100000e-02	2.548726e-02	0.000000e+00	9.306690e-03	1.405159e-01	9.983964e-01	1.218516e+00	
5.200000e-02	2.598701e-02	1.205732e-04	9.306690e-03	1.405556e-01	9.983964e-01	1.218516e+00	
5.300000e-02	2.648676e-02	2.893442e-04	9.306690e-03	1.406113e-01	9.983964e-01	1.218516e+00	
5.400000e-02	2.698651e-02	4.581152e-04	9.306690e-03	1.406670e-01	9.983964e-01	1.218516e+00	
5.500000e-02	2.748626e-02	6.268863e-04	9.306690e-03	1.407226e-01	9.983964e-01	1.218516e+00	
5.600000e-02	2.798601e-02	7.956573e-04	9.306690e-03	1.407783e-01	9.983964e-01	1.218516e+00	
5.700000e-02	2.848576e-02	9.644283e-04	9.306690e-03	1.408340e-01	9.983964e-01	1.218516e+00	
5.800000e-02	2.898551e-02	1.133199e-03	9.306690e-03	1.408897e-01	9.983964e-01	1.218516e+00	
5.900000e-02	2.948526e-02	1.301970e-03	9.306690e-03	1.409453e-01	9.983964e-01	1.218516e+00	
6.000000e-02	2.998501e-02	1.470741e-03	9.306690e-03	1.410010e-01	9.983964e-01	1.218516e+00	
6.100000e-02	3.048476e-02	1.639512e-03	9.306690e-03	1.410567e-01	9.983964e-01	1.218516e+00	
6.200000e-02	3.098451e-02	1.808283e-03	9.306690e-03	1.411124e-01	9.983964e-01	1.218516e+00	
6.300000e-02	3.148426e-02	1.977054e-03	9.306690e-03	1.411680e-01	9.983964e-01	1.218516e+00	
6.400000e-02	3.198401e-02	2.145825e-03	9.306690e-03	1.412237e-01	9.983964e-01	1.218516e+00	
6.500000e-02	3.248376e-02	2.314596e-03	9.306690e-03	1.412794e-01	9.983964e-01	1.218516e+00	
6.600000e-02	3.298351e-02	2.483367e-03	9.306690e-03	1.413350e-01	9.983964e-01	1.218516e+00	
6.700000e-02	3.348326e-02	2.652138e-03	9.306690e-03	1.413907e-01	9.983964e-01	1.218516e+00	
6.800000e-02	3.398301e-02	2.820909e-03	9.306690e-03	1.414464e-01	9.983964e-01	1.218516e+00	
6.900000e-02	3.448276e-02	2.989680e-03	9.306690e-03	1.415021e-01	9.983964e-01	1.218516e+00	
7.000000e-02	3.498251e-02	3.158451e-03	9.306690e-03	1.415577e-01	9.983964e-01	1.218516e+00	
7.100000e-02	3.548226e-02	3.327222e-03	9.306690e-03	1.416134e-01	9.983964e-01	1.218516e+00	
7.200000e-02	3.598201e-02	3.495993e-03	9.306690e-03	1.416691e-01	9.983964e-01	1.218516e+00	
7.300000e-02	3.648176e-02	3.664764e-03	9.306690e-03	1.417247e-01	9.983964e-01	1.218516e+00	
7.400000e-02	3.698151e-02	3.833535e-03	9.306690e-03	1.417804e-01	9.983964e-01	1.218516e+00	
7.500000e-02	3.748126e-02	4.002306e-03	9.306690e-03	1.418361e-01	9.983964e-01	1.218516e+00	
7.600000e-02	3.798101e-02	4.171077e-03	9.306690e-03	1.418918e-01	9.983964e-01	1.218516e+00	
7.700000e-02	3.848076e-02	4.339849e-03	9.306690e-03	1.419474e-01	9.983964e-01	1.218516e+00	
7.800000e-02	3.898051e-02	4.508620e-03	9.306690e-03	1.420031e-01	9.983964e-01	1.218516e+00	
7.900000e-02	3.948026e-02	4.677391e-03	9.306690e-03	1.420588e-01	9.983964e-01	1.218516e+00	
8.000000e-02	3.998001e-02	4.846162e-03	9.306690e-03	1.421145e-01	9.983964e-01	1.218516e+00	
8.100000e-02	4.047976e-02	5.014933e-03	9.306690e-03	1.421701e-01	9.983964e-01	1.218516e+00	
8.200000e-02	4.097951e-02	5.183704e-03	9.306690e-03	1.422258e-01	9.983964e-01	1.218516e+00	
8.300000e-02	4.147926e-02	5.352475e-03	9.306690e-03	1.422815e-01	9.983964e-01	1.218516e+00	
8.400000e-02	4.197901e-02	5.521246e-03	9.306690e-03	1.423371e-01	9.983964e-01	1.218516e+00	
8.500000e-02	4.247876e-02	5.690017e-03	9.306690e-03	1.423928e-01	9.983964e-01	1.218516e+00	
8.600000e-02	4.297851e-02	5.858788e-03	9.306690e-03	1.424485e-01	9.983964e-01	1.218516e+00	
8.700000e-02	4.347826e-02	6.027559e-03	9.306690e-03	1.425042e-01	9.983964e-01	1.218516e+00	
8.800000e-02	4.397801e-02	6.196330e-03	9.306690e-03	1.425598e-01	9.983964e-01	1.218516e+00	
8.900000e-02	4.447776e-02	6.365101e-03	9.306690e-03	1.426155e-01	9.983964e-01	1.218516e+00	
9.000000e-02	4.497751e-02	6.533872e-03	9.306690e-03	1.426712e-01	9.983964e-01	1.218516e+00	
9.100000e-02	4.547726e-02	6.702643e-03	9.306690e-03	1.427269e-01	9.983964e-01	1.218516e+00	
9.200000e-02	4.597701e-02	6.871414e-03	9.306690e-03	1.427825e-01	9.983964e-01	1.218516e+00	
9.300000e-02	4.647676e-02	7.040185e-03	9.306690e-03	1.428382e-01	9.983964e-01	1.218516e+00	
9.400000e-02	4.697651e-02	7.208956e-03	9.306690e-03	1.428939e-01	9.983964e-01	1.218516e+00	
9.500000e-02	4.747626e-02	7.376738e-03	9.306690e-03	1.429492e-01	9.983964e-01	1.218516e+00	
9.600000e-02	4.797601e-02	7.534662e-03	9.306690e-03	1.430013e-01	9.983964e-01	1.218516e+00	
9.700000e-02	4.847576e-02	7.692593e-03	9.306690e-03	1.430534e-01	9.983964e-01	1.218516e+00	
9.800000e-02	4.897551e-02	7.850534e-03	9.306690e-03	1.431055e-01	9.983964e-01	1.218516e+00	
9.900000e-02	4.947526e-02	8.008482e-03	9.306690e-03	1.431576e-01	9.983964e-01	1.218516e+00	
1.000000e-01	4.997501e-02	8.166440e-03	9.306690e-03	1.432097e-01	9.983964e-01	1.218516e+00	
1.010000e-01	5.047476e-02	8.324406e-03	9.306690e-03	1.432618e-01	9.983964e-01	1.218516e+00	
1.020000e-01	5.097451e-02	8.482380e-03	9.306690e-03	1.433139e-01	9.983964e-01	1.218516e+00	
1.030000e-01	5.147426e-02	8.640363e-03	9.306690e-03	1.433660e-01	9.983964e-01	1.218516e+00	
1.040000e-01	5.197401e-02	8.798355e-03	9.306690e-03	1.434182e-01	9.983964e-01	1.218516e+00	
1.050000e-01	5.247376e-02	8.956355e-03	9.306690e-03	1.434703e-01	9.983964e-01	1.218516e+00	
1.060000e-01	5.297351e-02	9.114363e-03	9.306690e-03	1.435224e-01	9.983964e-01	1.218516e+00	
1.070000e-01	5.347326e-02	9.272381e-03	9.306690e-03	1.435745e-01	9.983964e-01	1.218516e+00	
1.080000e-01	5.397301e-02	9.430406e-03	9.306690e-03	1.436267e-01	9.983964e-01	1.218516e+00	
1.090000e-01	5.447276e-02	9.588440e-03	9.306690e-03	1.436788e-01	9.983964e-01	1.218516e+00	
1.100000e-01	5.497251e-02	9.746482e-03	9.306690e-03	1.437309e-01	9.983964e-01	1.218516e+00	
1.110000e-01	5.547226e-02	9.904533e-03	9.306690e-03	1.437831e-01	9.983964e-01	1.218516e+00	
1.120000e-01	5.597201e-02	1.006259e-02	9.306690e-03	1.438352e-01	9.983964e-01	1.218516e+00	
1.130000e-01	5.647176e-02	1.022066e-02	9.306690e-03	1.438873e-01	9.983964e-01	1.218516e+00	
1.140000e-01	5.697151e-02	1.037874e-02	9.306690e-03	1.439395e-01	9.983964e-01	1.218516e+00	
1.150000e-01	5.747126e-02	1.053682e-02	9.306690e-03	1.439916e-01	9.983964e-01	1.218516e+00	
1.160000e-01	5.797101e-02	1.069491e-02	9.306690e-03	1.440438e-01	9.983964e-01	1.218516e+00	
1.170000e-01	5.847076e-02	1.085302e-02	9.306690e-03	1.440959e-01	9.983964e-01	1.218516e+00	
1.180000e-01	5.897051e-02	1.101113e-02	9.306690e-03	1.441481e-01	9.983964e-01	1.218516e+00	
1.190000e-01	5.947026e-02	1.116924e-02	9.306690e-03	1.442002e-01	9.983964e-01	1.218516e+00	
1.200000e-01	5.997001e-02	1.132737e-02	9.306690e-03	1.442524e-01	9.983964e-01	1.218516e+00	
1.210000e-01	6.046977e-02	1.148550e-02	9.306690e-03	1.443046e-01	9.983964e-01	1.218516e+00	
1.220000e-01	6.096952e-02	1.164365e-02	9.306690e-03	1.443567e-01	9.983964e-01	1.218516e+00	
1.230000e-01	6.146927e-02	1.180180e-02	9.306690e-03	1.444089e-01	9.983964e-01	1.218516e+00	
1.240000e-01	6.196902e-02	1.195996e-02	9.306690e-03	1.444611e-01	9.983964e-01	1.218516e+00	
1.250000e-01	6.246877e-02	1.211813e-02	9.306690e-03	1.445133e-01	9.983964e-01	1.218516e+00	
1.260000e-01	6.296852e-02	1.227630e-02	9.306690e-03	1.445654e-01	9.983964e-01	1.218516e+00	
1.270000e-01	6.346827e-02	1.243449e-02	9.306690e-03	1.446176e-01	9.983964e-01	1.218516e+00	
1.280000e-01	6.396802e-02	1.259268e-02	9.306690e-03	1.446698e-01	9.983964e-01	1.218516e+00	
1.290000e-01	6.446777e-02	1.275088e-02	9.306690e-03	1.447220e-01	9.983964e-01	1.218516e+00	
1.300000e-01	6.496752e-02	1.290909e-02	9.306690e-03	1.447742e-01	9.983964e-01	1.218516e+00	
1.310000e-01	6.546727e-02	1.306731e-02	9.306690e-03	1.448264e-01	9.983964e-01	1.218516e+00	
1.320000e-01	6.596702e-02	1.322554e-02	9.306690e-03	1.448786e-01	9.983964e-01	1.218516e+00	
1.330000e-01	6.646677e-02	1.338377e-02	9.306690e-03	1.449308e-01	9.983964e-01	1.218516e+00	
1.340000e-01	6.696652e-02	1.354201e-02	9.306690e-03	1.449830e-01	9.983964e-01	1.218516e+00	
1.350000e-01	6.746627e-02	1.370026e-02	9.306690e-03	1.450352e-01	9.983964e-01	1.218516e+00	
1.360000e-01	6.796602e-02	1.385852e-02	9.306690e-03	1.450874e-01	9.983964e-01	1.218516e+00	
1.370000e-01	6.846577e-02	1.401679e-02	9.306690e-03	1.451396e-01	9.983964e-01	1.218516e+00	
1.380000e-01	6.896552e-02	1.417506e-02	9.306690e-03	1.451918e-01	9.983964e-01	1.218516e+00	
1.390000e-01	6.946527e-02	1.433335e-02	9.306690e-03	1.452440e-01	9.983964e-01	1.218516e+00	
1.400000e-01	6.996502e-02	1.449164e-02	9.306690e-03	1.452962e-01	9.983964e-01	1.218516e+00	
1.410000e-01	7.046477e-02	1.464994e-02	9.306690e-03	1.453484e-01	9.983964e-01	1.218516e+00	
1.420000e-01	7.096452e-02	1.480825e-02	9.306690e-03	1.454006e-01	9.983964e-01	1.218516e+00	
1.430000e-01	7.146427e-02	1.496656e-02	9.306690e-03	1.454529e-01	9.983964e-01	1.218516e+00	
1.440000e-01	7.196402e-02	1.512489e-02	9.306690e-03	1.455051e-01	9.983964e-01	1.218516e+00	
1.450000e-01	7.246377e-02	1.528322e-02	9.306690e-03	1.455573e-01	9.983964e-01	1.218516e+00	
1.460000e-01	7.296352e-02	1.544156e-02	9.306690e-03	1.456096e-01	9.983964e-01	1.218516e+00	
1.470000e-01	7.346327e-02	1.559991e-02	9.306690e-03	1.456618e-01	9.983964e-01	1.218516e+00	
1.480000e-01	7.396302e-02	1.575826e-02	9.306690e-03	1.457140e-01	9.983964e-01	1.218516e+00	
1.490000e-01	7.446277e-02	1.591663e-02	9.306690e-03	1.457663e-01	9.983964e-01	1.218516e+00	
1.500000e-01	7.496252e-02	1.607500e-02	9.306690e-03	1.458185e-01	9.983964e-01	1.218516e+00	
1.510000e-01	7.546227e-02	1.623338e-02	9.306690e-03	1.458708e-01	9.983964e-01	1.218516e+00	
1.520000e-01	7.596202e-02	1.639177e-02	9.306690e-03	1.459230e-01	9.983964e-01	1.218516e+00	
1.530000e-01	7.646177e-02	1.655017e-02	9.306690e-03	1.459753e-01	9.983964e-01	1.218516e+00	
1.540000e-01	7.696152e-02	1.670857e-02	9.306690e-03	1.460275e-01	9.983964e-01	1.218516e+00	
1.550000e-01	7.746127e-02	1.686699e-02	9.306690e-03	1.460798e-01	9.983964e-01	1.218516e+00	
1.560000e-01	7.796102e-02	1.702541e-02	9.306690e-03	1.461320e-01	9.983964e-01	1.218516e+00	
1.570000e-01	7.846077e-02	1.718384e-02	9.306690e-03	1.461843e-01	9.983964e-01	1.218516e+00	
1.580000e-01	7.896052e-02	1.734227e-02	9.306690e-03	1.462365e-01	9.983964e-01	1.218516e+00	
1.590000e-01	7.946027e-02	1.750072e-02	9.306690e-03	1.462888e-01	9.983964e-01	1.218516e+00	
1.600000e-01	7.996002e-02	1.765917e-02	9.306690e-03	1.463411e-01	9.983964e-01	1.218516e+00	
1.610000e-01	8.045977e-02	1.781763e-02	9.306690e-03	1.463933e-01	9.983964e-01	1.218516e+00	
1.620000e-01	8.095952e-02	1.797610e-02	9.306690e-03	1.464456e-01	9.983964e-01	1.218516e+00	
1.630000e-01	8.145927e-02	1.813458e-02	9.306690e-03	1.464979e-01	9.983964e-01	1.218516e+00	
1.640000e-01	8.195902e-02	1.829306e-02	9.306690e-03	1.465502e-01	9.983964e-01	1.218516e+00	
1.650000e-01	8.245877e-02	1.845155e-02	9.306690e-03	1.466025e-01	9.983964e-01	1.218516e+00	
1.660000e-01	8.295852e-02	1.861006e-02	9.306690e-03	1.466547e-01	9.983964e-01	1.218516e+00	
1.670000e-01	8.345827e-02	1.876856e-02	9.306690e-03	1.467070e-01	9.983964e-01	1.218516e+00	
1.680000e-01	8.395802e-02	1.892708e-02	9.306690e-03	1.467593e-01	9.983964e-01	1.218516e+00	
1.690000e-01	8.445777e-02	1.908560e-02	9.306690e-03	1.468116e-01	9.983964e-01	1.218516e+00	
1.700000e-01	8.495752e-02	1.924414e-02	9.306690e-03	1.468639e-01	9.983964e-01	1.218516e+00	
1.710000e-01	8.545727e-02	1.940268e-02	9.306690e-03	1.469162e-01	9.983964e-01	1.218516e+00	
1.720000e-01	8.595702e-02	1.956122e-02	9.306690e-03	1.469685e-01	9.983964e-01	1.218516e+00	
1.730000e-01	8.645677e-02	1.971978e-02	9.306690e-03	1.470208e-01	9.983964e-01	1.218516e+00	
1.740000e-01	8.695652e-02	1.987834e-02	9.306690e-03	1.470731e-01	9.983964e-01	1.218516e+00	
1.750000e-01	8.745627e-02	2.003692e-02	9.306690e-03	1.471254e-01	9.983964e-01	1.218516e+00	
1.760000e-01	8.795602e-02	2.019549e-02	9.306690e-03	1.471777e-01	9.983964e-01	1.218516e+00	
1.770000e-01	8.845577e-02	2.035408e-02	9.306690e-03	1.472300e-01	9.983964e-01	1.218516e+00	
1.780000e-01	8.895552e-02	2.051268e-02	9.306690e-03	1.472824e-01	9.983964e-01	1.218516e+00	
1.790000e-01	8.945527e-02	2.067128e-02	9.306690e-03	1.473347e-01	9.983964e-01	1.218516e+00	
1.800000e-01	8.995502e-02	2.082989e-02	9.306690e-03	1.473870e-01	9.983964e-01	1.218516e+00	
1.810000e-01	9.045477e-02	2.098851e-02	9.306690e-03	1.474393e-01	9.983964e-01	1.218516e+00	
1.820000e-01	9.095452e-02	2.114713e-02	9.306690e-03	1.474917e-01	9.983964e-01	1.218516e+00	
1.830000e-01	9.145427e-02	2.130577e-02	9.306690e-03	1.475440e-01	9.983964e-01	1.218516e+00	
1.840000e-01	9.195402e-02	2.146441e-02	9.306690e-03	1.475963e-01	9.983964e-01	1.218516e+00	
1.850000e-01	9.245377e-02	2.162306e-02	9.306690e-03	1.476486e-01	9.983964e-01	1.218516e+00	
1.860000e-01	9.295352e-02	2.178172e-02	9.306690e-03	1.477010e-01	9.983964e-01	1.218516e+00	
1.870000e-01	9.345327e-02	2.194038e-02	9.306690e-03	1.477533e-01	9.983964e-01	1.218516e+00	
1.880000e-01	9.395302e-02	2.209905e-02	9.306690e-03	1.478057e-01	9.983964e-01	1.218516e+00	
1.890000e-01	9.445277e-02	2.225773e-02	9.306690e-03	1.478580e-01	9.983964e-01	1.218516e+00	
1.900000e-01	9.495252e-02	2.241642e-02	9.306690e-03	1.479104e-01	9.983964e-01	1.218516e+00	
1.910000e-01	9.545227e-02	2.257512e-02	9.306690e-03	1.479627e-01	9.983964e-01	1.218516e+00	
1.920000e-01	9.595202e-02	2.273382e-02	9.306690e-03	1.480151e-01	9.983964e-01	1.218516e+00	
1.930000e-01	9.645177e-02	2.289253e-02	9.306690e-03	1.480674e-01	9.983964e-01	1.218516e+00	
1.940000e-01	9.695152e-02	2.305125e-02	9.306690e-03	1.481198e-01	9.983964e-01	1.218516e+00	
1.950000e-01	9.745127e-02	2.320998e-02	9.306690e-03	1.481721e-01	9.983964e-01	1.218516e+00	
1.960000e-01	9.795102e-02	2.336871e-02	9.306690e-03	1.482245e-01	9.983964e-01	1.218516e+00	
1.970000e-01	9.845077e-02	2.352745e-02	9.306690e-03	1.482768e-01	9.983964e-01	1.218516e+00	
1.980000e-01	9.895052e-02	2.368620e-02	9.306690e-03	1.483292e-01	9.983964e-01	1.218516e+00	
1.990000e-01	9.945027e-02	2.384496e-02	9.306690e-03	1.483816e-01	9.983964e-01	1.218516e+00	
2.000000e-01	9.995002e-02	2.400372e-02	9.306690e-03	1.484340e-01	9.983964e-01	1.218516e+00	
2.010000e-01	1.004498e-01	2.416250e-02	9.306690e-03	1.484863e-01	9.983964e-01	1.218516e+00	
2.020000e-01	1.009495e-01	2.432128e-02	9.306690e-03	1.485387e-01	9.983964e-01	1.218516e+00	
2.030000e-01	1.014493e-01	2.448006e-02	9.306690e-03	1.485911e-01	9.983964e-01	1.218516e+00	
2.040000e-01	1.019490e-01	2.463886e-02	9.306690e-03	1.486435e-01	9.983964e-01	1.218516e+00	
2.050000e-01	1.024488e-01	2.479766e-02	9.306690e-03	1.486958e-01	9.983964e-01	1.218516e+00	
2.060000e-01	1.029485e-01	2.495647e-02	9.306690e-03	1.487482e-01	9.983964e-01	1.218516e+00	
2.070000e-01	1.034483e-01	2.511529e-02	9.306690e-03	1.488006e-01	9.983964e-01	1.218516e+00	
2.080000e-01	1.039480e-01	2.527411e-02	9.306690e-03	1.488530e-01	9.983964e-01	1.218516e+00	
2.090000e-01	1.044478e-01	2.543295e-02	9.306690e-03	1.489054e-01	9.983964e-01	1.218516e+00	
2.100000e-01	1.049475e-01	2.559179e-02	9.306690e-03	1.489578e-01	9.983964e-01	1.218516e+00	
2.110000e-01	1.054473e-01	2.575063e-02	9.306690e-03	1.490102e-01	9.983964e-01	1.218516e+00	
2.120000e-01	1.059470e-01	2.590949e-02	9.306690e-03	1.490626e-01	9.983964e-01	1.218516e+00	
2.130000e-01	1.064468e-01	2.606835e-02	9.306690e-03	1.491150e-01	9.983964e-01	1.218516e+00	
2.140000e-01	1.069465e-01	2.622722e-02	9.306690e-03	1.491674e-01	9.983964e-01	1.218516e+00	
2.150000e-01	1.074463e-01	2.638610e-02	9.306690e-03	1.492198e-01	9.983964e-01	1.218516e+00	
2.160000e-01	1.079460e-01	2.654498e-02	9.306690e-03	1.492722e-01	9.983964e-01	1.218516e+00	
2.170000e-01	1.084458e-01	2.670388e-02	9.306690e-03	1.493247e-01	9.983964e-01	1.218516e+00	
2.180000e-01	1.089455e-01	2.686278e-02	9.306690e-03	1.493771e-01	9.983964e-01	1.218516e+00	
2.190000e-01	1.094453e-01	2.702169e-02	9.306690e-03	1.494295e-01	9.983964e-01	1.218516e+00	
2.200000e-01	1.099450e-01	2.718060e-02	9.306690e-03	1.494819e-01	9.983964e-01	1.218516e+00	
2.210000e-01	1.104448e-01	2.733952e-02	9.306690e-03	1.495343e-01	9.983964e-01	1.218516e+00	
2.220000e-01	1.109445e-01	2.749845e-02	9.306690e-03	1.495868e-01	9.983964e-01	1.218516e+00	
2.230000e-01	1.114443e-01	2.765739e-02	9.306690e-03	1.496392e-01	9.983964e-01	1.218516e+00	
2.240000e-01	1.119440e-01	2.781634e-02	9.306690e-03	1.496916e-01	9.983964e-01	1.218516e+00	
2.250000e-01	1.124438e-01	2.797529e-02	9.306690e-03	1.497441e-01	9.983964e-01	1.218516e+00	
2.260000e-01	1.129435e-01	2.813425e-02	9.306690e-03	1.497965e-01	9.983964e-01	1.218516e+00	
2.270000e-01	1.134433e-01	2.829321e-02	9.306690e-03	1.498489e-01	9.983964e-01	1.218516e+00	
2.280000e-01	1.139430e-01	2.845219e-02	9.306690e-03	1.499014e-01	9.983964e-01	1.218516e+00	
2.290000e-01	1.144428e-01	2.861117e-02	9.306690e-03	1.499538e-01	9.983964e-01	1.218516e+00	
2.300000e-01	1.149425e-01	2.877016e-02	9.306690e-03	1.500063e-01	9.983964e-01	1.218516e+00	
2.310000e-01	1.154423e-01	2.892916e-02	9.306690e-03	1.500587e-01	9.983964e-01	1.218516e+00	
2.320000e-01	1.159420e-01	2.908816e-02	9.306690e-03	1.501112e-01	9.983964e-01	1.218516e+00	
2.330000e-01	1.164418e-01	2.924717e-02	9.306690e-03	1.501636e-01	9.983964e-01	1.218516e+00	
2.340000e-01	1.169415e-01	2.940619e-02	9.306690e-03	1.502161e-01	9.983964e-01	1.218516e+00	
2.350000e-01	1.174413e-01	2.956521e-02	9.306690e-03	1.502685e-01	9.983964e-01	1.218516e+00	
2.360000e-01	1.179410e-01	2.972425e-02	9.306690e-03	1.503210e-01	9.983964e-01	1.218516e+00	
2.370000e-01	1.184408e-01	2.988329e-02	9.306690e-03	1.503734e-01	9.983964e-01	1.218516e+00	
2.380000e-01	1.189405e-01	3.004234e-02	9.306690e-03	1.504259e-01	9.983964e-01	1.218516e+00	
2.390000e-01	1.194403e-01	3.020139e-02	9.306690e-03	1.504784e-01	9.983964e-01	1.218516e+00	
2.400000e-01	1.199400e-01	3.036045e-02	9.306690e-03	1.505308e-01	9.983964e-01	1.218516e+00	
2.410000e-01	1.204398e-01	3.051952e-02	9.306690e-03	1.505833e-01	9.983964e-01	1.218516e+00	
2.420000e-01	1.209395e-01	3.067860e-02	9.306690e-03	1.506358e-01	9.983964e-01	1.218516e+00	
2.430000e-01	1.214393e-01	3.083768e-02	9.306690e-03	1.506883e-01	9.983964e-01	1.218516e+00	
