pamkrn	pamkrn	kod	nod	vud	mdflw	rbf	
8.000000e-02	3.998001e-02	4.432023e+00	2.224691e+00	2.717886e+01	2.552949e+01	2.159209e+00	
8.100000e-02	4.047976e-02	4.424295e+00	2.220750e+00	2.713077e+01	2.548446e+01	2.157398e+00	
8.200000e-02	4.097951e-02	4.416578e+00	2.216814e+00	2.708276e+01	2.543950e+01	2.155591e+00	
8.300000e-02	4.147926e-02	4.408874e+00	2.212885e+00	2.703482e+01	2.539461e+01	2.153787e+00	
8.400000e-02	4.197901e-02	4.401183e+00	2.208962e+00	2.698696e+01	2.534979e+01	2.151986e+00	
8.500000e-02	4.247876e-02	4.393503e+00	2.205045e+00	2.693917e+01	2.530504e+01	2.150187e+00	
8.600000e-02	4.297851e-02	4.385835e+00	2.201135e+00	2.689146e+01	2.526036e+01	2.148392e+00	
8.700000e-02	4.347826e-02	4.378180e+00	2.197230e+00	2.684382e+01	2.521576e+01	2.146600e+00	
8.800000e-02	4.397801e-02	4.370536e+00	2.193332e+00	2.679626e+01	2.517122e+01	2.144810e+00	
8.900000e-02	4.447776e-02	4.362904e+00	2.189440e+00	2.674878e+01	2.512675e+01	2.143024e+00	
9.000000e-02	4.497751e-02	4.355285e+00	2.185554e+00	2.670136e+01	2.508235e+01	2.141241e+00	
9.100000e-02	4.547726e-02	4.347677e+00	2.181673e+00	2.665403e+01	2.503802e+01	2.139461e+00	
9.200000e-02	4.597701e-02	4.340081e+00	2.177799e+00	2.660676e+01	2.499377e+01	2.137683e+00	
9.300000e-02	4.647676e-02	4.332498e+00	2.173932e+00	2.655957e+01	2.494958e+01	2.135909e+00	
9.400000e-02	4.697651e-02	4.324926e+00	2.170070e+00	2.651246e+01	2.490546e+01	2.134137e+00	
9.500000e-02	4.747626e-02	4.317365e+00	2.166214e+00	2.646541e+01	2.486140e+01	2.132369e+00	
9.600000e-02	4.797601e-02	4.309817e+00	2.162364e+00	2.641844e+01	2.481742e+01	2.130603e+00	
9.700000e-02	4.847576e-02	4.302280e+00	2.158520e+00	2.637155e+01	2.477351e+01	2.128840e+00	
9.800000e-02	4.897551e-02	4.294755e+00	2.154682e+00	2.632472e+01	2.472966e+01	2.127081e+00	
9.900000e-02	4.947526e-02	4.287242e+00	2.150851e+00	2.627797e+01	2.468588e+01	2.125324e+00	
1.000000e-01	4.997501e-02	4.279741e+00	2.147025e+00	2.623130e+01	2.464217e+01	2.123570e+00	
1.010000e-01	5.047476e-02	4.272251e+00	2.143205e+00	2.618469e+01	2.459853e+01	2.121819e+00	
1.020000e-01	5.097451e-02	4.264772e+00	2.139391e+00	2.613816e+01	2.455496e+01	2.120070e+00	
1.030000e-01	5.147426e-02	4.257306e+00	2.135582e+00	2.609170e+01	2.451145e+01	2.118325e+00	
1.040000e-01	5.197401e-02	4.249851e+00	2.131780e+00	2.604531e+01	2.446801e+01	2.116583e+00	
1.050000e-01	5.247376e-02	4.242407e+00	2.127984e+00	2.599899e+01	2.442464e+01	2.114843e+00	
1.060000e-01	5.297351e-02	4.234975e+00	2.124193e+00	2.595274e+01	2.438133e+01	2.113106e+00	
1.070000e-01	5.347326e-02	4.227554e+00	2.120409e+00	2.590657e+01	2.433809e+01	2.111372e+00	
1.080000e-01	5.397301e-02	4.220145e+00	2.116630e+00	2.586047e+01	2.429492e+01	2.109641e+00	
1.090000e-01	5.447276e-02	4.212747e+00	2.112857e+00	2.581443e+01	2.425182e+01	2.107913e+00	
1.100000e-01	5.497251e-02	4.205361e+00	2.109090e+00	2.576847e+01	2.420878e+01	2.106188e+00	
1.110000e-01	5.547226e-02	4.197986e+00	2.105328e+00	2.572258e+01	2.416580e+01	2.104465e+00	
1.120000e-01	5.597201e-02	4.190622e+00	2.101573e+00	2.567676e+01	2.412290e+01	2.102745e+00	
1.130000e-01	5.647176e-02	4.183270e+00	2.097823e+00	2.563101e+01	2.408006e+01	2.101029e+00	
1.140000e-01	5.697151e-02	4.175929e+00	2.094079e+00	2.558533e+01	2.403728e+01	2.099314e+00	
1.150000e-01	5.747126e-02	4.168599e+00	2.090340e+00	2.553972e+01	2.399457e+01	2.097603e+00	
1.160000e-01	5.797101e-02	4.161280e+00	2.086608e+00	2.549418e+01	2.395193e+01	2.095895e+00	
1.170000e-01	5.847076e-02	4.153973e+00	2.082881e+00	2.544871e+01	2.390935e+01	2.094189e+00	
1.180000e-01	5.897051e-02	4.146676e+00	2.079159e+00	2.540331e+01	2.386683e+01	2.092486e+00	
1.190000e-01	5.947026e-02	4.139391e+00	2.075444e+00	2.535798e+01	2.382438e+01	2.090786e+00	
1.200000e-01	5.997001e-02	4.132117e+00	2.071734e+00	2.531272e+01	2.378200e+01	2.089088e+00	
1.210000e-01	6.046977e-02	4.124854e+00	2.068030e+00	2.526753e+01	2.373968e+01	2.087393e+00	
1.220000e-01	6.096952e-02	4.117602e+00	2.064331e+00	2.522240e+01	2.369743e+01	2.085701e+00	
1.230000e-01	6.146927e-02	4.110361e+00	2.060638e+00	2.517735e+01	2.365523e+01	2.084012e+00	
1.240000e-01	6.196902e-02	4.103131e+00	2.056951e+00	2.513236e+01	2.361311e+01	2.082326e+00	
1.250000e-01	6.246877e-02	4.095912e+00	2.053269e+00	2.508744e+01	2.357104e+01	2.080642e+00	
1.260000e-01	6.296852e-02	4.088704e+00	2.049593e+00	2.504259e+01	2.352904e+01	2.078961e+00	
1.270000e-01	6.346827e-02	4.081507e+00	2.045922e+00	2.499780e+01	2.348711e+01	2.077283e+00	
1.280000e-01	6.396802e-02	4.074321e+00	2.042257e+00	2.495309e+01	2.344524e+01	2.075607e+00	
1.290000e-01	6.446777e-02	4.067146e+00	2.038597e+00	2.490844e+01	2.340343e+01	2.073934e+00	
1.300000e-01	6.496752e-02	4.059981e+00	2.034943e+00	2.486386e+01	2.336168e+01	2.072264e+00	
1.310000e-01	6.546727e-02	4.052828e+00	2.031295e+00	2.481935e+01	2.332000e+01	2.070596e+00	
1.320000e-01	6.596702e-02	4.045685e+00	2.027652e+00	2.477490e+01	2.327838e+01	2.068931e+00	
1.330000e-01	6.646677e-02	4.038553e+00	2.024014e+00	2.473052e+01	2.323682e+01	2.067269e+00	
1.340000e-01	6.696652e-02	4.031431e+00	2.020382e+00	2.468621e+01	2.319533e+01	2.065610e+00	
1.350000e-01	6.746627e-02	4.024321e+00	2.016756e+00	2.464197e+01	2.315389e+01	2.063953e+00	
1.360000e-01	6.796602e-02	4.017221e+00	2.013135e+00	2.459779e+01	2.311252e+01	2.062299e+00	
1.370000e-01	6.846577e-02	4.010132e+00	2.009519e+00	2.455367e+01	2.307122e+01	2.060647e+00	
1.380000e-01	6.896552e-02	4.003053e+00	2.005909e+00	2.450963e+01	2.302997e+01	2.058998e+00	
1.390000e-01	6.946527e-02	3.995985e+00	2.002304e+00	2.446565e+01	2.298879e+01	2.057352e+00	
1.400000e-01	6.996502e-02	3.988927e+00	1.998705e+00	2.442173e+01	2.294766e+01	2.055708e+00	
1.410000e-01	7.046477e-02	3.981880e+00	1.995110e+00	2.437788e+01	2.290660e+01	2.054067e+00	
1.420000e-01	7.096452e-02	3.974844e+00	1.991522e+00	2.433410e+01	2.286560e+01	2.052429e+00	
1.430000e-01	7.146427e-02	3.967818e+00	1.987938e+00	2.429038e+01	2.282466e+01	2.050793e+00	
1.440000e-01	7.196402e-02	3.960803e+00	1.984360e+00	2.424673e+01	2.278379e+01	2.049160e+00	
1.450000e-01	7.246377e-02	3.953798e+00	1.980788e+00	2.420314e+01	2.274297e+01	2.047529e+00	
1.460000e-01	7.296352e-02	3.946803e+00	1.977220e+00	2.415962e+01	2.270221e+01	2.045901e+00	
1.470000e-01	7.346327e-02	3.939819e+00	1.973658e+00	2.411616e+01	2.266152e+01	2.044276e+00	
1.480000e-01	7.396302e-02	3.932845e+00	1.970102e+00	2.407277e+01	2.262088e+01	2.042653e+00	
1.490000e-01	7.446277e-02	3.925882e+00	1.966550e+00	2.402944e+01	2.258031e+01	2.041033e+00	
1.500000e-01	7.496252e-02	3.918929e+00	1.963004e+00	2.398617e+01	2.253980e+01	2.039415e+00	
1.510000e-01	7.546227e-02	3.911986e+00	1.959463e+00	2.394297e+01	2.249934e+01	2.037800e+00	
1.520000e-01	7.596202e-02	3.905053e+00	1.955927e+00	2.389983e+01	2.245895e+01	2.036188e+00	
1.530000e-01	7.646177e-02	3.898131e+00	1.952397e+00	2.385676e+01	2.241861e+01	2.034578e+00	
1.540000e-01	7.696152e-02	3.891219e+00	1.948872e+00	2.381375e+01	2.237834e+01	2.032970e+00	
1.550000e-01	7.746127e-02	3.884317e+00	1.945352e+00	2.377080e+01	2.233812e+01	2.031365e+00	
1.560000e-01	7.796102e-02	3.877425e+00	1.941837e+00	2.372792e+01	2.229797e+01	2.029763e+00	
1.570000e-01	7.846077e-02	3.870544e+00	1.938327e+00	2.368510e+01	2.225787e+01	2.028163e+00	
1.580000e-01	7.896052e-02	3.863673e+00	1.934822e+00	2.364235e+01	2.221783e+01	2.026566e+00	
1.590000e-01	7.946027e-02	3.856811e+00	1.931323e+00	2.359965e+01	2.217785e+01	2.024971e+00	
1.600000e-01	7.996002e-02	3.849960e+00	1.927829e+00	2.355702e+01	2.213793e+01	2.023379e+00	
1.610000e-01	8.045977e-02	3.843119e+00	1.924340e+00	2.351445e+01	2.209807e+01	2.021789e+00	
1.620000e-01	8.095952e-02	3.836288e+00	1.920856e+00	2.347195e+01	2.205827e+01	2.020201e+00	
1.630000e-01	8.145927e-02	3.829467e+00	1.917377e+00	2.342950e+01	2.201852e+01	2.018617e+00	
1.640000e-01	8.195902e-02	3.822656e+00	1.913903e+00	2.338712e+01	2.197884e+01	2.017034e+00	
1.650000e-01	8.245877e-02	3.815855e+00	1.910435e+00	2.334480e+01	2.193921e+01	2.015454e+00	
1.660000e-01	8.295852e-02	3.809064e+00	1.906971e+00	2.330255e+01	2.189964e+01	2.013877e+00	
1.670000e-01	8.345827e-02	3.802282e+00	1.903512e+00	2.326035e+01	2.186012e+01	2.012302e+00	
1.680000e-01	8.395802e-02	3.795511e+00	1.900059e+00	2.321822e+01	2.182067e+01	2.010730e+00	
1.690000e-01	8.445777e-02	3.788749e+00	1.896610e+00	2.317614e+01	2.178127e+01	2.009160e+00	
1.700000e-01	8.495752e-02	3.781998e+00	1.893167e+00	2.313413e+01	2.174193e+01	2.007592e+00	
1.710000e-01	8.545727e-02	3.775256e+00	1.889728e+00	2.309218e+01	2.170265e+01	2.006027e+00	
1.720000e-01	8.595702e-02	3.768524e+00	1.886295e+00	2.305029e+01	2.166342e+01	2.004464e+00	
1.730000e-01	8.645677e-02	3.761802e+00	1.882867e+00	2.300846e+01	2.162425e+01	2.002904e+00	
1.740000e-01	8.695652e-02	3.755089e+00	1.879443e+00	2.296669e+01	2.158514e+01	2.001346e+00	
1.750000e-01	8.745627e-02	3.748387e+00	1.876025e+00	2.292499e+01	2.154608e+01	1.999791e+00	
1.760000e-01	8.795602e-02	3.741694e+00	1.872611e+00	2.288334e+01	2.150708e+01	1.998238e+00	
1.770000e-01	8.845577e-02	3.735010e+00	1.869202e+00	2.284175e+01	2.146814e+01	1.996687e+00	
1.780000e-01	8.895552e-02	3.728336e+00	1.865799e+00	2.280023e+01	2.142926e+01	1.995139e+00	
1.790000e-01	8.945527e-02	3.721672e+00	1.862400e+00	2.275876e+01	2.139043e+01	1.993593e+00	
1.800000e-01	8.995502e-02	3.715018e+00	1.859006e+00	2.271735e+01	2.135165e+01	1.992050e+00	
1.810000e-01	9.045477e-02	3.708373e+00	1.855617e+00	2.267601e+01	2.131293e+01	1.990509e+00	
1.820000e-01	9.095452e-02	3.701738e+00	1.852233e+00	2.263472e+01	2.127427e+01	1.988970e+00	
1.830000e-01	9.145427e-02	3.695112e+00	1.848854e+00	2.259349e+01	2.123567e+01	1.987434e+00	
1.840000e-01	9.195402e-02	3.688496e+00	1.845479e+00	2.255232e+01	2.119711e+01	1.985900e+00	
1.850000e-01	9.245377e-02	3.681889e+00	1.842110e+00	2.251121e+01	2.115862e+01	1.984369e+00	
1.860000e-01	9.295352e-02	3.675292e+00	1.838745e+00	2.247016e+01	2.112018e+01	1.982840e+00	
1.870000e-01	9.345327e-02	3.668704e+00	1.835385e+00	2.242917e+01	2.108179e+01	1.981313e+00	
1.880000e-01	9.395302e-02	3.662126e+00	1.832030e+00	2.238824e+01	2.104346e+01	1.979788e+00	
1.890000e-01	9.445277e-02	3.655557e+00	1.828680e+00	2.234736e+01	2.100519e+01	1.978266e+00	
1.900000e-01	9.495252e-02	3.648998e+00	1.825335e+00	2.230655e+01	2.096697e+01	1.976747e+00	
1.910000e-01	9.545227e-02	3.642448e+00	1.821994e+00	2.226579e+01	2.092880e+01	1.975229e+00	
1.920000e-01	9.595202e-02	3.635907e+00	1.818658e+00	2.222509e+01	2.089069e+01	1.973714e+00	
1.930000e-01	9.645177e-02	3.629375e+00	1.815327e+00	2.218445e+01	2.085263e+01	1.972201e+00	
1.940000e-01	9.695152e-02	3.622853e+00	1.812000e+00	2.214387e+01	2.081463e+01	1.970691e+00	
1.950000e-01	9.745127e-02	3.616340e+00	1.808679e+00	2.210334e+01	2.077668e+01	1.969183e+00	
1.960000e-01	9.795102e-02	3.609837e+00	1.805362e+00	2.206287e+01	2.073878e+01	1.967677e+00	
1.970000e-01	9.845077e-02	3.603343e+00	1.802050e+00	2.202246e+01	2.070094e+01	1.966173e+00	
1.980000e-01	9.895052e-02	3.596857e+00	1.798742e+00	2.198211e+01	2.066316e+01	1.964672e+00	
1.990000e-01	9.945027e-02	3.590382e+00	1.795439e+00	2.194181e+01	2.062542e+01	1.963173e+00	
2.000000e-01	9.995002e-02	3.583915e+00	1.792141e+00	2.190158e+01	2.058774e+01	1.961677e+00	
2.010000e-01	1.004498e-01	3.577457e+00	1.788848e+00	2.186139e+01	2.055012e+01	1.960182e+00	
2.020000e-01	1.009495e-01	3.571009e+00	1.785559e+00	2.182127e+01	2.051254e+01	1.958690e+00	
2.030000e-01	1.014493e-01	3.564569e+00	1.782275e+00	2.178120e+01	2.047502e+01	1.957200e+00	
2.040000e-01	1.019490e-01	3.558139e+00	1.778995e+00	2.174119e+01	2.043755e+01	1.955713e+00	
2.050000e-01	1.024488e-01	3.551718e+00	1.775720e+00	2.170124e+01	2.040014e+01	1.954227e+00	
2.060000e-01	1.029485e-01	3.545306e+00	1.772450e+00	2.166134e+01	2.036278e+01	1.952744e+00	
2.070000e-01	1.034483e-01	3.538903e+00	1.769184e+00	2.162149e+01	2.032547e+01	1.951264e+00	
2.080000e-01	1.039480e-01	3.532509e+00	1.765923e+00	2.158171e+01	2.028821e+01	1.949785e+00	
2.090000e-01	1.044478e-01	3.526124e+00	1.762667e+00	2.154198e+01	2.025101e+01	1.948309e+00	
2.100000e-01	1.049475e-01	3.519748e+00	1.759415e+00	2.150230e+01	2.021386e+01	1.946835e+00	
2.110000e-01	1.054473e-01	3.513381e+00	1.756168e+00	2.146268e+01	2.017676e+01	1.945363e+00	
2.120000e-01	1.059470e-01	3.507022e+00	1.752925e+00	2.142312e+01	2.013971e+01	1.943893e+00	
2.130000e-01	1.064468e-01	3.500673e+00	1.749687e+00	2.138361e+01	2.010271e+01	1.942426e+00	
2.140000e-01	1.069465e-01	3.494333e+00	1.746453e+00	2.134416e+01	2.006577e+01	1.940961e+00	
2.150000e-01	1.074463e-01	3.488001e+00	1.743224e+00	2.130476e+01	2.002888e+01	1.939498e+00	
2.160000e-01	1.079460e-01	3.481679e+00	1.739999e+00	2.126542e+01	1.999203e+01	1.938037e+00	
2.170000e-01	1.084458e-01	3.475365e+00	1.736779e+00	2.122613e+01	1.995524e+01	1.936578e+00	
2.180000e-01	1.089455e-01	3.469060e+00	1.733563e+00	2.118690e+01	1.991851e+01	1.935122e+00	
2.190000e-01	1.094453e-01	3.462763e+00	1.730352e+00	2.114772e+01	1.988182e+01	1.933668e+00	
2.200000e-01	1.099450e-01	3.456476e+00	1.727145e+00	2.110860e+01	1.984518e+01	1.932216e+00	
2.210000e-01	1.104448e-01	3.450197e+00	1.723943e+00	2.106953e+01	1.980860e+01	1.930766e+00	
2.220000e-01	1.109445e-01	3.443927e+00	1.720745e+00	2.103052e+01	1.977206e+01	1.929318e+00	
2.230000e-01	1.114443e-01	3.437666e+00	1.717552e+00	2.099156e+01	1.973558e+01	1.927873e+00	
2.240000e-01	1.119440e-01	3.431413e+00	1.714363e+00	2.095265e+01	1.969915e+01	1.926429e+00	
2.250000e-01	1.124438e-01	3.425169e+00	1.711178e+00	2.091380e+01	1.966277e+01	1.924988e+00	
2.260000e-01	1.129435e-01	3.418934e+00	1.707998e+00	2.087500e+01	1.962644e+01	1.923549e+00	
2.270000e-01	1.134433e-01	3.412707e+00	1.704822e+00	2.083625e+01	1.959015e+01	1.922112e+00	
2.280000e-01	1.139430e-01	3.406489e+00	1.701651e+00	2.079756e+01	1.955392e+01	1.920677e+00	
2.290000e-01	1.144428e-01	3.400280e+00	1.698484e+00	2.075892e+01	1.951774e+01	1.919245e+00	
2.300000e-01	1.149425e-01	3.394079e+00	1.695322e+00	2.072034e+01	1.948161e+01	1.917814e+00	
2.310000e-01	1.154423e-01	3.387886e+00	1.692163e+00	2.068181e+01	1.944553e+01	1.916386e+00	
2.320000e-01	1.159420e-01	3.381703e+00	1.689010e+00	2.064333e+01	1.940950e+01	1.914960e+00	
2.330000e-01	1.164418e-01	3.375527e+00	1.685860e+00	2.060490e+01	1.937351e+01	1.913536e+00	
2.340000e-01	1.169415e-01	3.369361e+00	1.682715e+00	2.056653e+01	1.933758e+01	1.912114e+00	
2.350000e-01	1.174413e-01	3.363202e+00	1.679574e+00	2.052821e+01	1.930170e+01	1.910694e+00	
2.360000e-01	1.179410e-01	3.357052e+00	1.676437e+00	2.048995e+01	1.926586e+01	1.909276e+00	
2.370000e-01	1.184408e-01	3.350911e+00	1.673305e+00	2.045173e+01	1.923008e+01	1.907861e+00	
2.380000e-01	1.189405e-01	3.344778e+00	1.670177e+00	2.041357e+01	1.919434e+01	1.906447e+00	
2.390000e-01	1.194403e-01	3.338653e+00	1.667054e+00	2.037546e+01	1.915866e+01	1.905036e+00	
2.400000e-01	1.199400e-01	3.332537e+00	1.663934e+00	2.033740e+01	1.912302e+01	1.903626e+00	
2.410000e-01	1.204398e-01	3.326429e+00	1.660819e+00	2.029939e+01	1.908743e+01	1.902219e+00	
2.420000e-01	1.209395e-01	3.320330e+00	1.657708e+00	2.026144e+01	1.905189e+01	1.900814e+00	
2.430000e-01	1.214393e-01	3.314238e+00	1.654602e+00	2.022354e+01	1.901640e+01	1.899411e+00	
